path	scope	state	head_blob	behavior	classification
packages/coding-agent/test/config/settings-backup-on-rewrite.test.ts	fork-only	added	fd1a138ab69b	session candidate: OMP-173; session candidate: OMP-172	retained
packages/coding-agent/test/discovery/claude-plugins.test.ts	shared	modified	fd3906bdc11c	test(omp-156): isolate plugin-precedence discovery test from the real HOME	retained
packages/coding-agent/test/export-html-template.test.ts	shared	modified	49060d7e18a6	docs(omp-156): finalize matrix/changelog proofs, gate results, and whitespace attributes; test(omp-156): derive HTML export template expectation from source composition	retained
packages/coding-agent/test/extensibility/legacy-pi-cjs-classification.test.ts	shared	modified	dd1e8bc48c31	fork change (describe)	retained
packages/coding-agent/test/extensibility/legacy-pi-inplace-load.test.ts	shared	modified	20b2f1397c8f	session candidate: OMP-89	retained
packages/coding-agent/test/extensions-runner.test.ts	shared	modified	b3782f12fe42	session candidate: OMP-108	retained
packages/coding-agent/test/gc-cli.test.ts	shared	modified	72d2defdf2ad	ci: repair red main baseline (OMP-217); fix: slim session workflow loadout and isolate test execution (OMP-166)	retained
packages/coding-agent/test/git-active-context.test.ts	shared	modified	668de1ccdb2b	session candidate: OMP-127	retained
packages/coding-agent/test/interactive-mode-plan-review.test.ts	shared	modified	35fa09735639	feat(coding-agent): cancellable plan_approved extension event (HOME-122)	retained
packages/coding-agent/test/marketplace/project-scope.test.ts	shared	modified	aa6a69ca0922	session candidate: OMP-127	retained
packages/coding-agent/test/mcp-incremental-connect.test.ts	shared	modified	a3a679be42e2	ci: repair red main baseline (OMP-217)	retained
packages/coding-agent/test/modes/warp-events.test.ts	shared	modified	88712d3731da	session candidate: OMP-108	retained
packages/coding-agent/test/rpc-client.restart.test.ts	shared	modified	b6b9d694b212	session candidate: OMP-127	retained
packages/coding-agent/test/rpc-stdin-lock.test.ts	shared	modified	c5e90fe4df3e	session candidate: OMP-127	retained
packages/coding-agent/test/rpc.test.ts	shared	modified	78e8e5580f04	session candidate: OMP-127	retained
packages/coding-agent/test/sdk-mcp-instructions.test.ts	shared	modified	90f6738569ff	session candidate: OMP-147	retained
packages/coding-agent/test/status-line-overflow.test.ts	shared	modified	6d7cece1a768	feat(coding-agent): inline setStatus placement beside path segment (HOME-130)	retained
packages/coding-agent/test/system-prompt-dedup.test.ts	shared	modified	841401f536db	test: reconcile context-overflow, kitty DA1, and system-prompt-dedup tests after v17.3.2 merge	retained
packages/coding-agent/test/tools/lsp-regressions.test.ts	shared	modified	737b7b9ac0f1	session candidate: OMP-127	retained
packages/coding-agent/test/utils/changelog.test.ts	shared	modified	1460030bc9a0	test(omp-156): pin the changelog PTY smoke to the current setup version; session candidate: OMP-127	retained
packages/tui/test/kitty-keyboard-da1-ordering.test.ts	shared	modified	241515e6ce4e	test: reconcile context-overflow, kitty DA1, and system-prompt-dedup tests after v17.3.2 merge	retained
packages/utils/src/logger.ts	shared	modified	f5fea6f67317	fix: slim session workflow loadout and isolate test execution (OMP-166)	retained
packages/utils/test/logger-multiprocess.test.ts	shared	modified	17c4357b0e1f	test(logger): add explicit live-PID log and audit preservation test during pruning; fix: slim session workflow loadout and isolate test execution (OMP-166)	retained
packages/work-client/package.json	fork-only	added	dbb152e7989d	feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	retained
packages/work-client/src/contract.ts	fork-only	added	cc229a6f57d8	feat(workflow): support zero-path execution plans and contract OMP-194; session candidate: OMP-180; session candidate: OMP-147	retained
packages/work-client/src/index.ts	fork-only	added	e1e06aa6c083	session candidate: OMP-180; session candidate: OMP-154; session candidate: OMP-147; session candidate: OMP-140; fix(workflow): adopt post-freeze OMP-106 drift + overlap-refusal tests (OMP-116, OMP-118)	retained
packages/work-client/test/client.test.ts	fork-only	added	6162327e9ff0	session candidate: OMP-154; session candidate: OMP-147; test(work-client): cover default activity request (OMP-33); feat(work-client): bounded activity read (OMP-25); feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147)	retained
packages/work-client/tsconfig.json	fork-only	added	2961962453c4	feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147); feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	retained
python/omp-work/.coverage	fork-only	added	c1905d77946a	feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	retained
python/omp-work/CHANGELOG.md	fork-only	added	89e58f6f7c70	session candidate: OMP-108; session candidate: OMP-25; fix(work-ledger): finalize cutover remediation; feat(work-ledger): implement controlled Linear cutover (HOME-148); feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147)	retained
python/omp-work/README.md	fork-only	added	555eb3cd987d	session candidate: OMP-108; feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	retained
python/omp-work/pyproject.toml	fork-only	added	88c9734549c4	feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	retained
python/omp-work/src/omp_work.egg-info/PKG-INFO	fork-only	added	d5c1f61e440e	chore(omp-156): restore frozen egg-info artifacts; feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	retained
python/omp-work/src/omp_work.egg-info/SOURCES.txt	fork-only	added	efe34b54385f	chore(omp-156): restore frozen egg-info artifacts; feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	retained
python/omp-work/src/omp_work.egg-info/dependency_links.txt	fork-only	added	8b137891791f	feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	retained
python/omp-work/src/omp_work.egg-info/entry_points.txt	fork-only	added	17ca8527d4b3	feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	retained
python/omp-work/src/omp_work.egg-info/requires.txt	fork-only	added	3fb5f9769064	feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	retained
python/omp-work/src/omp_work.egg-info/top_level.txt	fork-only	added	7adad2bafe88	feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	retained
python/omp-work/src/omp_work/__init__.py	fork-only	added	195018063f6f	session candidate: OMP-180; session candidate: OMP-147; session candidate: OMP-140; session candidate: OMP-65; session candidate: OMP-47	retained
python/omp-work/src/omp_work/__main__.py	fork-only	added	bc5cbeae646e	session candidate: OMP-180; session candidate: OMP-108; session candidate: HOME-149; feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	retained
python/omp-work/src/omp_work/contracts/v1/api-schema.json	fork-only	added	d0d88127e503	session candidate: OMP-180; session candidate: OMP-147; session candidate: OMP-140; session candidate: OMP-106; session candidate: OMP-89	retained
python/omp-work/src/omp_work/contracts/v1/approval.json	fork-only	added	f154d03ca803	feat(workflow): support zero-path execution plans and contract OMP-194; session candidate: OMP-180; session candidate: OMP-147; session candidate: OMP-140; session candidate: OMP-108	retained
python/omp-work/src/omp_work/contracts/v1/candidate-hash.json	fork-only	added	eff0039bc72f	feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147)	retained
python/omp-work/src/omp_work/contracts/v1/contract.json	fork-only	added	0c42c4dee7d8	session candidate: OMP-180; session candidate: OMP-147; session candidate: OMP-140; session candidate: OMP-65; session candidate: OMP-47	retained
python/omp-work/src/omp_work/contracts/v1/decisions/0001-domain-source-and-security.md	fork-only	added	d862241e5fc2	feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	retained
python/omp-work/src/omp_work/contracts/v1/decisions/0002-evidence-completion-and-recovery.md	fork-only	added	ab3d4916254c	session candidate: OMP-99; feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	retained
python/omp-work/src/omp_work/contracts/v1/decisions/0003-one-ledger-cutover.md	fork-only	added	947f18631d38	feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	retained
python/omp-work/src/omp_work/contracts/v1/decisions/0004-home-147-pre-cutover-amendment.md	fork-only	added	2e2edd7f34ed	session candidate: OMP-108; session candidate: OMP-99; feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147)	retained
python/omp-work/src/omp_work/contracts/v1/decisions/0005-close-attempt-authority.md	fork-only	added	1fbb45132db0	session candidate: OMP-140; session candidate: OMP-108; session candidate: OMP-67; session candidate: OMP-65; session candidate: OMP-47	retained
python/omp-work/src/omp_work/contracts/v1/decisions/0006-batch-completion-rider-authority.md	fork-only	added	7ba4ade9d444	session candidate: OMP-89	retained
python/omp-work/src/omp_work/contracts/v1/decisions/0007-omp-147-bookends-closure.md	fork-only	added	43f45ab7a7c0	session candidate: OMP-147	retained
python/omp-work/src/omp_work/contracts/v1/decisions/0008-execution-cycle-authority.md	fork-only	added	4afb85ba9c71	session candidate: OMP-180	retained
python/omp-work/src/omp_work/contracts/v1/examples.json	fork-only	added	b9e182a2ac46	session candidate: OMP-47; feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	retained
python/omp-work/src/omp_work/contracts/v1/manifest.json	fork-only	added	5d86c3ab266c	session candidate: OMP-180; session candidate: OMP-147; session candidate: OMP-89; session candidate: OMP-47; feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147)	retained
python/omp-work/src/omp_work/contracts/v1/schema.json	fork-only	added	470d6c526ccf	feat(workflow): support zero-path execution plans and contract OMP-194; session candidate: OMP-180; session candidate: OMP-147; session candidate: OMP-140; session candidate: OMP-108	retained
python/omp-work/src/omp_work/integration/__init__.py	fork-only	added	2714f62a39a7	session candidate: OMP-180; session candidate: HOME-149; feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	retained
python/omp-work/src/omp_work/integration/importer.py	fork-only	added	cb9f8f038342	session candidate: OMP-180; session candidate: HOME-149; feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	retained
python/omp-work/src/omp_work/integration/legacy_artifacts.py	fork-only	added	4131fd2c1dd2	session candidate: OMP-180; session candidate: HOME-149	retained
python/omp-work/src/omp_work/operations/__init__.py	fork-only	added	5928bbfad574	feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	retained
python/omp-work/src/omp_work/operations/artifacts.py	fork-only	added	9d95a36da7e1	session candidate: OMP-180; feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	retained
python/omp-work/src/omp_work/operations/backup.py	fork-only	added	612f271c5cd4	session candidate: OMP-180; feat(work-ledger): implement controlled Linear cutover (HOME-148); fix(work-ledger): probe backup target with a real empty file; document cutover recovery (HOME-148); feat(work-ledger): cutover authority, OAuth exporter credential, atomic activation (HOME-148); feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	retained
python/omp-work/src/omp_work/operations/capabilities.py	fork-only	added	6e4ad8b75d73	session candidate: OMP-180; session candidate: HOME-149; feat(work-ledger): cutover authority, OAuth exporter credential, atomic activation (HOME-148); feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147)	retained
python/omp-work/src/omp_work/operations/cli.py	fork-only	added	eb5e314b5674	session candidate: OMP-180; session candidate: HOME-149; feat(work-ledger): implement controlled Linear cutover (HOME-148); feat(work-ledger): add cutover status operator view (HOME-148); feat(work-ledger): cutover coordinator, freeze fence, rehearsal smoke reuse (HOME-148)	retained
python/omp-work/src/omp_work/operations/config.py	fork-only	added	1ca7169ede43	session candidate: OMP-180; feat(work-ledger): implement controlled Linear cutover (HOME-148); feat(work-ledger): cutover authority, OAuth exporter credential, atomic activation (HOME-148); feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	retained
python/omp-work/src/omp_work/operations/database.py	fork-only	added	7cf0f454d2f3	session candidate: OMP-180; feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	retained
python/omp-work/src/omp_work/operations/fingerprints.py	fork-only	added	906eacfdcf11	session candidate: OMP-180; session candidate: HOME-149; feat(work-ledger): cutover authority, OAuth exporter credential, atomic activation (HOME-148)	retained
python/omp-work/src/omp_work/operations/migrations/0001_schema_and_security.sql	fork-only	added	666ed0cbae7d	feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	retained
python/omp-work/src/omp_work/operations/migrations/0002_operations_health.sql	fork-only	added	31d8cf60ceb1	feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	retained
python/omp-work/src/omp_work/operations/migrations/0003_work_service_domain.sql	fork-only	added	5b854800d144	feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	retained
python/omp-work/src/omp_work/operations/migrations/0004_backup_reader_privileges.sql	fork-only	added	319c674b0dc1	feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	retained
python/omp-work/src/omp_work/operations/migrations/0005_work_service_hardening.sql	fork-only	added	f7af4c3d1574	feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	retained
python/omp-work/src/omp_work/operations/migrations/0006_linear_export_records.sql	fork-only	added	e787500d5a96	feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	retained
python/omp-work/src/omp_work/operations/migrations/0007_linear_import.sql	fork-only	added	d610af419e2c	feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	retained
python/omp-work/src/omp_work/operations/migrations/0008_workflow_candidate_contract.sql	fork-only	added	3666fc5c90e6	feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147)	retained
python/omp-work/src/omp_work/operations/migrations/0009_service_readiness_grants.sql	fork-only	added	3f93a9d87642	feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147)	retained
python/omp-work/src/omp_work/operations/migrations/0010_cutover_authority.sql	fork-only	added	c5f43f6a6724	feat(work-ledger): cutover coordinator, freeze fence, rehearsal smoke reuse (HOME-148); feat(work-ledger): cutover authority, OAuth exporter credential, atomic activation (HOME-148)	retained
python/omp-work/src/omp_work/operations/migrations/0011_cutover_attestation.sql	fork-only	added	adf0aeb8e9b3	feat(work-ledger): implement controlled Linear cutover (HOME-148)	retained
python/omp-work/src/omp_work/operations/migrations/0012_source_watermark.sql	fork-only	added	13d4df6d35fd	feat(work-ledger): implement controlled Linear cutover (HOME-148)	retained
python/omp-work/src/omp_work/operations/migrations/0013_first_mutation_pairing.sql	fork-only	added	f00fc4d31936	fix(work-ledger): finalize cutover remediation	retained
python/omp-work/src/omp_work/operations/migrations/0014_close_attempts_and_audit_manifests.sql	fork-only	added	e530bd224368	session candidate: OMP-47	retained
python/omp-work/src/omp_work/operations/migrations/0015_auditor_launch_cancellation.sql	fork-only	added	bb5ec0a6a11e	session candidate: OMP-65	retained
python/omp-work/src/omp_work/operations/migrations/0016_close_attempt_riders.sql	fork-only	added	a4c4eb81c323	session candidate: OMP-89	retained
python/omp-work/src/omp_work/operations/migrations/0017_close_authorization_uses.sql	fork-only	added	fd8c5e41d44b	session candidate: OMP-140	retained
python/omp-work/src/omp_work/operations/migrations/0018_execution_grants.sql	fork-only	added	76d9a948c36e	session candidate: OMP-180	retained
python/omp-work/src/omp_work/operations/migrations/0019_execution_grant_immutability.sql	fork-only	added	90e7c77b1275	session candidate: OMP-180	retained
python/omp-work/src/omp_work/operations/migrations/0020_execution_grant_admission_immutability.sql	fork-only	added	3590e1719589	session candidate: OMP-180	retained
python/omp-work/src/omp_work/operations/migrations/0021_execution_grant_terminal_timestamps.sql	fork-only	added	d079cb4aeef2	session candidate: OMP-180	retained
python/omp-work/src/omp_work/operations/migrations/0022_execution_grant_remote_ref.sql	fork-only	added	5cead15a8e90	session candidate: OMP-180	retained
python/omp-work/src/omp_work/operations/migrations/0023_execution_grant_service_refresh.sql	fork-only	added	cefbcc22c333	session candidate: OMP-199	retained
python/omp-work/src/omp_work/operations/sql/roles.sql	fork-only	added	d6fc24bf34be	feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	retained
python/omp-work/src/omp_work/py.typed	fork-only	added	e69de29bb2d1	feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	retained
python/omp-work/src/omp_work/v1/__init__.py	fork-only	added	a69295f4afef	feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	retained
python/omp-work/src/omp_work/v1/api_models.py	fork-only	added	bcbdca008110	session candidate: OMP-180; session candidate: OMP-147; session candidate: OMP-140; session candidate: OMP-106; session candidate: OMP-65	retained
python/omp-work/src/omp_work/v1/canonical.py	fork-only	added	20d735d66a5d	feat(workflow): support zero-path execution plans and contract OMP-194; session candidate: OMP-180; session candidate: OMP-140; session candidate: OMP-47; feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147)	retained
python/omp-work/src/omp_work/v1/client.py	fork-only	added	2a0f80d59a93	session candidate: OMP-180; session candidate: OMP-147; feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	retained
python/omp-work/src/omp_work/v1/models.py	fork-only	added	a46c933a8b9f	feat(workflow): support zero-path execution plans and contract OMP-194; session candidate: OMP-180; session candidate: OMP-147; session candidate: OMP-140; session candidate: OMP-108	retained
python/omp-work/src/omp_work/v1/semantics.py	fork-only	added	68f1b4856e6a	session candidate: OMP-180; session candidate: OMP-108; session candidate: OMP-99; session candidate: OMP-67; session candidate: OMP-65	retained
python/omp-work/src/omp_work/v1/server.py	fork-only	added	52628829827d	session candidate: OMP-223; session candidate: OMP-199; session candidate: OMP-180; session candidate: OMP-147; session candidate: OMP-89	retained
python/omp-work/src/omp_work/v1/service.py	fork-only	added	5a7e55f75d8d	session candidate: OMP-180; session candidate: OMP-147; session candidate: OMP-140; session candidate: OMP-65; session candidate: OMP-47	retained
python/omp-work/src/omp_work/v1/store.py	fork-only	added	0a5eb7bc8dc6	session candidate: OMP-223; session candidate: OMP-200; session candidate: OMP-190; session candidate: OMP-187; session candidate: OMP-199	retained
python/omp-work/tests/pg_native.py	fork-only	added	ffa7d539ed74	session candidate: OMP-180; feat(work-ledger): cutover authority, OAuth exporter credential, atomic activation (HOME-148); feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147)	retained
python/omp-work/tests/test_contract.py	fork-only	added	251e55304866	session candidate: OMP-180; session candidate: OMP-147; session candidate: OMP-108; session candidate: OMP-99; session candidate: OMP-67	retained
python/omp-work/tests/test_cutover.py	fork-only	added	a972604b3e52	session candidate: OMP-180; session candidate: OMP-108; session candidate: HOME-149; feat(work-ledger): implement controlled Linear cutover (HOME-148); feat(work-ledger): cutover authority, OAuth exporter credential, atomic activation (HOME-148)	retained
python/omp-work/tests/test_install_script.py	fork-only	added	253f000722e8	session candidate: OMP-180; session candidate: OMP-108	retained
python/omp-work/tests/test_linear_import.py	fork-only	added	ef1577266c06	session candidate: OMP-180; session candidate: HOME-149; feat(work-ledger): cutover authority, OAuth exporter credential, atomic activation (HOME-148); feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147); feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	retained
python/omp-work/tests/test_postgres_operations.py	fork-only	added	6b7208f2338b	ci: repair red main baseline (OMP-217); session candidate: OMP-182; session candidate: OMP-180; session candidate: OMP-140; session candidate: OMP-89	retained
python/omp-work/tests/test_work_service.py	fork-only	added	ba1f4e4177a4	session candidate: OMP-180; session candidate: OMP-147; feat(work-ledger): cutover authority, OAuth exporter credential, atomic activation (HOME-148); feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147); feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	retained
python/omp-work/tests/test_workflow_service.py	fork-only	added	02903706c442	session candidate: OMP-223; session candidate: OMP-200; session candidate: OMP-190; session candidate: OMP-187; session candidate: OMP-199	retained
python/omp-work/uv.lock	fork-only	added	2fa22a68d77c	feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	retained
python/robomp/uv.lock	fork-only	added	5fd65f395c82	test(robomp): align queue and worker tests with reminder behavior	retained
reanalyzed-omp-programs-v7.zip	fork-only	added	8db9e2905dc6	session candidate: OMP-177; session candidate: OMP-180	retained
scripts/ci-test-ts.test.ts	shared	modified	7a963fa56a96	ci: repair red main baseline (OMP-217); fix(ci): extract withTempAgentDir wrapper and verify temp dir cleanup on resolve and reject; fix: slim session workflow loadout and isolate test execution (OMP-166)	retained
scripts/ci-test-ts.ts	shared	modified	58a39c110bf2	ci: repair red main baseline (OMP-217); fix(ci): extract withTempAgentDir wrapper and verify temp dir cleanup on resolve and reject; fix: slim session workflow loadout and isolate test execution (OMP-166)	retained
scripts/link-omp.sh	shared	modified	51a84679608b	session candidate: OMP-162	retained
scripts/musl-release.test.ts	shared	modified	22483952d00e	feat(omp-156): pre-merge inventory oracle and safe update driver	retained
scripts/release.test.ts	shared	modified	419af93b3443	fix(release): format scripts/release.ts and scripts/release.test.ts; session candidate: OMP-209	retained
scripts/release.ts	shared	modified	3290f951ac4f	fix(release): format scripts/release.ts and scripts/release.test.ts; session candidate: OMP-209	retained
scripts/setup.ts	shared	modified	cc8b8d79bc40	session candidate: OMP-162	retained
scripts/upstream-discovery.test.ts	fork-only	added	f52befdf0c98	OMP-229 discovery tests: draft/prerelease/non-final exclusion, semver ordering, tag peeling, repo URL parsing	retained
scripts/upstream-discovery.ts	fork-only	added	bdb0f5fbe916	OMP-229 weekly discovery: stable-release selection above accepted baseline with annotated-tag peeling to one immutable commit	retained
scripts/upstream-inventory.test.ts	fork-only	added	555faa1b582d	OMP-229 inventory tests: divergence mapping, staleness/orphan/duplicate detection, merge preservation, subject seeding	retained
scripts/upstream-inventory.ts	fork-only	added	19c2fa3d8a8c	OMP-229 fork-behavior inventory engine: divergence check against accepted baseline with worktree snapshot and --write refresh	retained
scripts/verify-upstream-handoff.test.ts	fork-only	added	8c5d6cbf9d19	style(omp-156): biome formatting for verifier and re-fitted tests; feat(omp-156): pre-merge inventory oracle and safe update driver	retained
scripts/verify-upstream-handoff.ts	fork-only	added	8019298b08af	style(omp-156): biome formatting for verifier and re-fitted tests; feat(omp-156): pre-merge inventory oracle and safe update driver	retained
session-system/.gitignore	fork-only	added	0af32ced9be8	fork change (describe)	retained
session-system/README.md	fork-only	added	2a4dcf02d955	session candidate: OMP-212; session candidate: OMP-168; docs(omp-157): state mapping carve-out rule factually; feat(omp-157): atomic native refresh and live-mapping upgrade fence; feat(omp-156): pre-merge inventory oracle and safe update driver	retained
session-system/agents/AGENTS.md	fork-only	added	5a77fc6607cf	session candidate: HOME-149; session close: HOME-130; HOME-116: commit live session rules — scope refusals, closeout lock, checkpoint contract (+tests)	retained
session-system/agents/auditor.md	fork-only	added	b776e425d1f5	session candidate: OMP-179; fix(session): OMP-11 audit gate remediation; fix(work-ledger): finalize cutover remediation; session close: HOME-137; session close: HOME-135	retained
session-system/agents/omp-AGENTS.md	fork-only	added	6f5aaccafe21	session candidate: OMP-180; session candidate: OMP-168; fix: slim session workflow loadout and isolate test execution (OMP-166); session candidate: OMP-140; session candidate: OMP-89	retained
session-system/extensions/model-bookends.ts	fork-only	added	bbeaff23cbdf	session candidate: OMP-168; session candidate: OMP-141; fix(workflow): adopt post-freeze OMP-106 drift + overlap-refusal tests (OMP-116, OMP-118); session candidate: OMP-65; session candidate: OMP-47	retained
session-system/extensions/work-now.ts	fork-only	added	e9805af1f5ff	session candidate: OMP-147; session candidate: OMP-47; session candidate: HOME-149; feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147)	retained
session-system/extensions/workflow/audit-tcb.ts	fork-only	added	8dbf87de9b79	session candidate: OMP-180	retained
session-system/extensions/workflow/auditor-runner.ts	fork-only	added	4f668c8fa91f	session candidate: OMP-176; session candidate: OMP-179; session candidate: OMP-173; session candidate: OMP-167; session candidate: OMP-168	retained
session-system/extensions/workflow/backend.ts	fork-only	added	36a34f47e190	session candidate: OMP-180; docs(workflow): align sealed audit task contract; session candidate: OMP-174; session candidate: OMP-167; session candidate: OMP-168	retained
session-system/extensions/workflow/checkpoint-delivery.ts	fork-only	added	83f92a9ab678	session candidate: OMP-180; fix(workflow): adopt post-freeze OMP-106 drift + overlap-refusal tests (OMP-116, OMP-118); session candidate: OMP-106; session candidate: OMP-47	retained
session-system/extensions/workflow/config.ts	fork-only	added	4a0e7b240346	session candidate: OMP-180; session candidate: OMP-154; session candidate: HOME-149; feat(work-ledger): cutover coordinator, freeze fence, rehearsal smoke reuse (HOME-148); feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147)	retained
session-system/extensions/workflow/confirm.ts	fork-only	added	fd8203787018	session candidate: OMP-168; session candidate: OMP-47; fix(workflow): only owner lifecycle clears audit bridge (OMP-43); feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147)	retained
session-system/extensions/workflow/digest-prompt.md	fork-only	added	d0f79a3426e3	feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147)	retained
session-system/extensions/workflow/execute-prompt.md	fork-only	added	085abca1c8f7	session candidate: OMP-223; session candidate: OMP-220; session candidate: OMP-218; session candidate: OMP-184; session candidate: OMP-180	retained
session-system/extensions/workflow/git.ts	fork-only	added	45620ad89f5f	session candidate: OMP-213; session candidate: OMP-220; session candidate: OMP-218; session candidate: OMP-212; feat(workflow): support zero-path execution plans and contract OMP-194	retained
session-system/extensions/workflow/host.ts	fork-only	added	5a4fee2f1fea	session candidate: OMP-223; session candidate: OMP-213; session candidate: OMP-220; session candidate: OMP-218; session candidate: OMP-212	retained
session-system/extensions/workflow/kind-description.md	fork-only	added	0ed1ab86ffc7	session candidate: OMP-47; feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147)	retained
session-system/extensions/workflow/lock-refusal.md	fork-only	added	0cdc7a464b2c	session candidate: OMP-140; feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147)	retained
session-system/extensions/workflow/pending-ops.ts	fork-only	added	efdb2709af9d	session candidate: OMP-180; session candidate: OMP-108; feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147)	retained
session-system/extensions/workflow/rider-batch.ts	fork-only	added	0b0f1060d3c7	session candidate: OMP-106; session candidate: OMP-89	retained
session-system/extensions/workflow/sequence.md	fork-only	added	33e88739f7ba	session candidate: OMP-180; feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147)	retained
session-system/extensions/workflow/session-ledger-prompt.md	fork-only	added	c161263e6065	session candidate: OMP-69	retained
session-system/extensions/workflow/session-ledger.ts	fork-only	added	c038cb3185b8	session candidate: OMP-108; session candidate: OMP-107; session candidate: OMP-69	retained
