entry_id	package	version	section	text	disposition	proof
coding-agent@17.4.0:added:4	coding-agent	17.4.0	Added	Context line — `statusLine.contextLine` gauge (`percentage`, `annotated`, `embedded`) showing context usage and compaction boundaries.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
coding-agent@17.4.0:added:5	coding-agent	17.4.0	Added	Backgroundable Python — `eval` cells can run async and auto-background like `bash`, with configurable thresholds.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
coding-agent@17.4.0:added:6	coding-agent	17.4.0	Added	Local Claude token counting — Anthropic-family tokens now count via a native local tokenizer, and every counter (session maintenance, advisor, stats, context tools) uses the active model's own tokenizer.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
coding-agent@17.4.0:added:7	coding-agent	17.4.0	Added	`extendedContext` setting — pick whether models with premium long-context pricing (272K/1M tiers on Codex-class models) use the extended window or compact early and stay on standard pricing.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
coding-agent@17.4.0:added:8	coding-agent	17.4.0	Added	`/extended-context` — toggle premium long-context windows without leaving the session.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
coding-agent@17.4.0:added:9	coding-agent	17.4.0	Added	Speculative compaction — with `compaction.asyncEnabled`, all compaction modes compact in parallel while the session continues, then splice the result in instantly.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
coding-agent@17.4.0:added:10	coding-agent	17.4.0	Added	`tokenizer` property on custom models and `modelOverrides` to pin the tokenizer family for proxy models.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
coding-agent@17.4.0:added:11	coding-agent	17.4.0	Added	`qwenTemplateReasoningEffort` in `models.yml` `compat` to disable the Qwen 3.8+ reasoning-effort template parameter for strict local servers.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
coding-agent@17.4.0:added:12	coding-agent	17.4.0	Added	Click-to-toggle and drag-to-reorder for list-valued editors in `/settings`.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
coding-agent@17.4.0:added:13	coding-agent	17.4.0	Added	`icon.subscription` and `icon.advisor` symbol-theme tokens (Nerd Font, Unicode, ASCII).	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
coding-agent@17.3.8:added:1	coding-agent	17.3.8	Added	Added `providers.cacheRetention` setting (`/settings` → Providers → Protocol) to control prompt-cache retention per request: `auto` keeps the provider default (Anthropic: 5m entries with idle keep-alive refreshes), `short` forces 5m, `long` restores 1h TTLs where supported and disables the keep-alive refresh loop, `none` disables prompt caching.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
coding-agent@17.3.6:added:1	coding-agent	17.3.6	Added	Added `ExtensionAPI.registerFileWriteFallback(handler)` and `ExtensionAPI.registerFileDeleteFallback(handler)`, letting an extension supply a fallback writer or deleter that is consulted when a native `write`, `edit`, or `apply_patch` byte-write or unlink is denied with a permission error (`EPERM`/`EACCES`/`EROFS`) — for hosts that embed the agent inside a sandbox that denies direct filesystem access but exposes a privileged channel. The brokered path is symlink-resolved so a handler's allowlist sees the real destination, a destination that cannot be resolved is not brokered at all, and `req.sessionId` names the session that issued the mutation so a handler sharing the process-wide registry can enforce policy per session. See [`docs/extensions.md`](../../docs/extensions.md).	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
coding-agent@17.3.5:added:1	coding-agent	17.3.5	Added	Added Extensions tab group to settings schema	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
hashline@17.4.0:added:1	hashline	17.4.0	Added	Added an opener-escape landing correction for insertions anchored on a construct's opening line to place shallower sibling constructs after the enclosing block rather than splitting the opener from its body.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
mnemopi@17.3.8:added:1	mnemopi	17.3.8	Added	Added optional task metadata to the runtime LLM completion interface so hosts can tell an extraction call from a consolidation call and choose the matching prompt	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
natives@18.0.5:added:1	natives	18.0.5	Added	Added asynchronous, size-bounded SVG-to-PNG rasterization for terminal media previews.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
natives@18.0.5:added:2	natives	18.0.5	Added	Added the `DiffStream` API for processing text and byte input incrementally, opening files asynchronously, reporting stable-prefix progress, generating exact unified diffs, and warming syntax grammars asynchronously.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
natives@18.0.0:added:1	natives	18.0.0	Added	Added native macOS spellchecker APIs (`macOSAutocorrectWord`, `macOSCheckSpelling`, `macOSCompleteWord`, `macOSSpellingGuesses`, and `macOSSpellCheckerAvailable`) that run asynchronously without blocking the JavaScript thread.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
natives@18.0.0:added:2	natives	18.0.0	Added	Added `HighlightStream`, a stateful incremental syntax highlighter that supports chunked highlighting while maintaining parser state.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
natives@18.0.0:added:3	natives	18.0.0	Added	Added `TtyWriter`, an off-thread terminal output writer that performs non-blocking writes and tracks backlog metrics for renderer frame skipping.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
natives@17.4.0:added:1	natives	17.4.0	Added	Added offline `countTokens` support for Anthropic Claude families (`ClaudeV3`, `ClaudeV47`, `ClaudeV5`) via a high-performance native port of `ctok`.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
natives@17.4.0:added:2	natives	17.4.0	Added	Added exact offline token counting support for Qwen (3.5+, 3.6+, 3.8), DeepSeek (V3, V4, R1), Kimi (K2, K3), and GLM-5 models alongside rebuilt OpenAI encodings, with optimized zero-allocation string passing from JavaScript.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
natives@17.4.0:added:3	natives	17.4.0	Added	Added `nodeChainAt` native API to retrieve innermost-first tree-sitter node chains with grammar kinds and line spans for structural syntax analysis.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
natives@17.3.4:added:1	natives	17.3.4	Added	Added the async `pdfToMarkdown` native API backed by `pdf-inspector`, with page numbering, page-count, OCR-needed-page, and encoding-issue metadata.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
snapcompact@17.4.1:added:1	snapcompact	17.4.1	Added	Restored `providerFrameBudget()` to allow callers to size archives according to the maximum frame budget the provider will send.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
tui@18.0.6:added:1	tui	18.0.6	Added	Added `Markdown.getLastRenderStableText()` to expose the stable prefix of streamed Markdown text for append-only transcript publication.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
tui@18.0.5:breaking:1	tui	18.0.5	Breaking Changes	Renamed the public `TerminalFrameProvider.resetHistory` method to `beginHistoryReplay`.	not-applicable	no fork caller of TerminalFrameProvider.resetHistory (grep=0 outside upstream tui internals); gates 4+7 green
tui@18.0.5:added:1	tui	18.0.5	Added	Loader messages can now be provided as a function, allowing dynamic labels such as live countdowns to update on each spinner tick while preserving the existing behavior for static strings.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
tui@18.0.1:added:1	tui	18.0.1	Added	Collapsed individual skill commands into a `/skill:` namespace entry to declutter suggestions	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
tui@18.0.1:added:2	tui	18.0.1	Added	Added `TUI.renderNow()` for terminal-safe synchronous priority frames that retain resize debounce, output-backlog, and image deferral safeguards.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
tui@18.0.0:breaking:1	tui	18.0.0	Breaking Changes	Changed native macOS spelling and completion functions to return Promises.	not-applicable	fork changed no macOS spelling/completion caller; upstream migrated its own consumers (packages/coding-agent/src/modes/macos-spelling.ts is upstream-side); gates 4+7 green
tui@18.0.0:breaking:2	tui	18.0.0	Breaking Changes	Updated `EditorTextAssistProvider.tryAutocorrect` signature to receive editor state instead of raw text.	not-applicable	no fork EditorTextAssistProvider implementation; upstream migrated its own tui/editor consumers; gates 4+7 green
tui@18.0.0:breaking:3	tui	18.0.0	Breaking Changes	Updated `Editor.decorateText` signature to provide line and column context instead of raw text.	not-applicable	no fork Editor.decorateText caller; upstream migrated its own tui consumers; gates 4+7 green
tui@18.0.0:added:1	tui	18.0.0	Added	Added `EditorTextAssistProvider` with spelling suggestion support (`ctrl+.`), word replacement choices, and async autocorrection handling.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
tui@18.0.0:added:2	tui	18.0.0	Added	Added `Terminal.pendingOutputBytes` and an output-backpressure render gate to drop stale frames on slow terminals.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
tui@18.0.0:added:3	tui	18.0.0	Added	Added `deferInput` startup option and `enableInput()` across `Terminal`, `TUI`, and `TUIStartOptions` to improve startup responsiveness.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
tui@18.0.0:added:4	tui	18.0.0	Added	Added icon support and customizable theming to autocomplete and select lists.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
tui@18.0.0:added:5	tui	18.0.0	Added	Added `MarkdownTheme.createHighlightStream` for incremental syntax highlighting of completed lines in streaming Markdown code blocks.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
tui@18.0.0:added:6	tui	18.0.0	Added	Added `maxDescriptionRows` option to `SelectList` layouts to truncate wrapped descriptions with an ellipsis.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
tui@18.0.0:added:7	tui	18.0.0	Added	Added `commandUsage` ranking callback support to `CombinedAutocompleteProvider` to prioritize frequently used slash commands.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
tui@18.0.0:added:8	tui	18.0.0	Added	Added `Editor.viewportRowsProvider` to constrain autocomplete dropdowns within the available terminal height.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
tui@18.0.0:added:9	tui	18.0.0	Added	Added `Editor.setTheme()` to dynamically change themes without recreating the editor or losing draft content.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
tui@17.4.4:added:1	tui	17.4.4	Added	Added `setResizeScrollback()` / `ResizeScrollbackMode` (`PI_TUI_RESIZE_SCROLLBACK` env initializer) controlling what a settled in-place width resize does to native scrollback, which the host rewraps naively at the old width: `append` replays the transcript at the settled width below the old-wrap history, `rebuild` clears pane history first (ED3) so it holds exactly one current-width copy, and `preserve` repaints the viewport only with zero history growth. The raw engine defaults to `preserve`; the coding agent's `tui.resizeScrollback` setting (default `append`) governs interactive sessions.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
tui@17.4.2:added:1	tui	17.4.2	Added	Editor atom table: `insertAtom`/`registerAtom` stage compact atomic tokens whose registered expansion is emitted on submit (`getExpandedText`), alongside the existing paste-marker store.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
tui@17.4.1:added:1	tui	17.4.1	Added	Added optional `getNativeScrollbackLiveRegionPinnedStart()` hook to allow nested transcripts to pin a later dashboard without shifting the earliest live seam.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
tui@17.4.0:added:1	tui	17.4.0	Added	Added composer border styles (`box`, `claude`, `pi`, `borderless`) via `ComposerStyle` objects and `getComposerStyle`, unifying chrome geometry and rendering across the editor and previews.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
tui@17.4.0:added:2	tui	17.4.0	Added	Added support for warning risk notes and row markers in settings lists.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
utils@18.0.6:added:1	utils	18.0.6	Added	Added conventional commit generation with support for dependency, security, configuration, UX, and infrastructure commit types, plus configurable caching and large-diff analysis behavior.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
utils@18.0.5:added:1	utils	18.0.5	Added	Added `stableStringifyJson` for deterministic serialization of nested JSON-shaped data.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
utils@18.0.4:added:1	utils	18.0.4	Added	Exported `getAvatarCacheDir` to resolve the avatar cache directory path.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
utils@17.4.1:added:1	utils	17.4.1	Added	New unified archive API `@oh-my-pi/pi-utils/ar`, providing an `openArchive`/`ArchiveReader` interface across formats (including ZIP/ZIP64, tar with gz/bz2/xz/zst compression, ASAR, RAR 4/5, 7z, ISO 9660, CAB, cpio, RPM, Unix ar, Debian packages, LZH, ARJ, and single-stream compressed files) with lazy ranged reads for local files or HTTP range requests via `httpByteSource`, size limits, symlink-safe extraction, and deterministic archive creation for zip, tar, tar.gz, tar.zst, and asar.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
utils@17.3.8:added:1	utils	17.3.8	Added	Exported `BINARY_SNIFF_BYTES`, the header window `isProbablyBinary` sniffs, so a caller holding the whole file in memory can classify the identical prefix through `isProbablyBinaryHeader` instead of reopening the file.	adopted	adopted with the b4e8e856ad merge (commit 6c9bd5c9b5); candidate eb795f45e8 passed driver gates 1-11 (see docs/upstream-18.0.6-upgrade.md §Gate results)
